epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
69,3.120662e-02,1.800255e+02,6.158622e-04,1.409090e-03,2981073.957,2.496628e-02,1.739135e+02,5.523374e-04,4.103120e-04,2970444.141,3.500000e-04,5.03,351.48
70,3.019036e-02,1.773813e+02,6.020244e-04,1.286399e-03,2983508.707,4.037034e-02,1.573497e+02,5.726849e-04,3.781705e-03,2825464.086,3.550000e-04,5.20,356.68
71,3.005016e-02,1.788360e+02,6.031364e-04,1.227040e-03,2981415.215,2.515524e-02,1.795071e+02,5.670156e-04,3.068757e-04,2965929.852,3.600000e-04,5.40,362.08
72,2.996560e-02,1.784485e+02,6.205427e-04,1.183065e-03,2984004.021,3.042047e-02,1.836478e+02,6.643593e-04,1.082421e-03,2913246.398,3.650000e-04,4.90,366.98
73,2.864424e-02,1.770035e+02,6.127810e-04,9.632159e-04,2982851.270,3.183502e-02,1.729555e+02,6.251580e-04,1.657579e-03,2882817.852,3.700000e-04,4.82,371.80
74,3.195964e-02,1.804791e+02,5.914613e-04,1.599423e-03,2980651.305,2.460336e-02,1.784979e+02,5.631811e-04,2.243517e-04,3009912.586,3.750000e-04,5.23,377.04
75,2.891036e-02,1.800214e+02,5.718608e-04,1.037921e-03,2983883.270,5.561285e-02,1.551673e+02,4.325803e-04,7.154065e-03,2753025.047,3.800000e-04,5.38,382.42
76,3.249858e-02,1.994990e+02,6.138809e-04,1.281974e-03,2981011.127,2.935677e-02,1.825553e+02,6.465725e-04,9.271032e-04,3069258.359,3.850000e-04,5.47,387.89
77,3.115424e-02,1.770690e+02,6.229023e-04,1.443663e-03,2982865.244,2.506982e-02,1.742411e+02,6.075557e-04,3.140299e-04,3004968.992,3.900000e-04,5.49,393.37
78,3.105194e-02,1.781158e+02,5.798360e-04,1.488401e-03,2982199.854,2.620857e-02,1.768274e+02,7.117637e-04,2.816382e-04,2962323.617,3.950000e-04,5.22,398.59
79,2.855311e-02,1.776962e+02,5.915076e-04,9.736826e-04,2983225.420,2.516504e-02,1.688770e+02,5.718695e-04,5.117292e-04,2951577.461,4.000000e-04,4.89,403.48
80,2.995452e-02,1.788894e+02,5.689484e-04,1.275219e-03,2982122.561,2.488460e-02,1.692887e+02,5.810815e-04,4.289834e-04,2968876.734,4.050000e-04,5.07,408.55
81,3.139648e-02,1.794655e+02,5.927835e-04,1.504418e-03,2981336.473,2.735516e-02,1.780511e+02,6.882534e-04,5.335024e-04,3055383.883,4.100000e-04,4.70,413.25
82,3.098096e-02,1.781573e+02,6.285716e-04,1.375903e-03,2982943.873,2.807320e-02,1.763176e+02,5.857350e-04,9.168175e-04,3036386.047,4.150000e-04,5.03,418.28
83,2.959548e-02,1.766006e+02,5.628266e-04,1.261432e-03,2982500.098,3.618503e-02,1.944916e+02,6.183132e-04,2.110548e-03,3131335.070,4.200000e-04,4.55,422.82
84,3.060953e-02,1.800471e+02,6.134532e-04,1.294057e-03,2982870.766,2.630803e-02,1.777539e+02,5.273984e-04,6.517307e-04,2983398.328,4.250000e-04,4.78,427.60
85,3.114980e-02,1.791483e+02,6.241581e-04,1.398678e-03,2982079.455,2.659426e-02,1.817749e+02,5.224864e-04,6.383829e-04,3046607.070,4.300000e-04,5.01,432.62
86,3.039460e-02,1.815009e+02,5.742724e-04,1.300356e-03,2981667.234,4.181949e-02,1.920977e+02,8.791030e-04,2.763738e-03,3107207.672,4.350000e-04,4.95,437.56
87,2.980628e-02,1.788275e+02,5.852296e-04,1.214247e-03,2983561.055,3.169463e-02,1.887753e+02,5.427457e-04,1.477930e-03,3096679.609,4.400000e-04,4.92,442.48
88,2.973225e-02,1.767704e+02,5.740070e-04,1.263029e-03,2982358.562,2.500724e-02,1.780497e+02,4.660705e-04,5.083113e-04,2974665.320,4.450000e-04,5.24,447.72
89,2.920796e-02,1.771941e+02,5.835620e-04,1.130587e-03,2984824.893,4.521855e-02,1.641311e+02,5.745844e-04,4.611920e-03,2809529.016,4.500000e-04,5.15,452.87
