epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
109,3.289990e-02,7.831299e+01,1.872261e-03,1.269198e-03,2981081.924,3.585845e-02,7.822132e+01,2.154765e-03,1.297734e-03,2910865.562,5.000000e-04,8.48,932.63
110,2.978652e-02,8.314070e+01,1.502046e-03,1.290397e-03,2983276.008,3.539975e-02,7.963459e+01,2.204803e-03,1.077651e-03,3075629.039,5.000000e-04,8.27,940.90
111,2.996912e-02,7.252632e+01,1.627376e-03,1.288544e-03,2984296.363,2.974377e-02,7.035612e+01,1.922755e-03,6.961224e-04,3022054.938,5.000000e-04,8.73,949.63
112,2.887976e-02,7.314386e+01,1.447695e-03,1.417685e-03,2983740.000,1.485871e-02,6.583560e+01,6.056423e-04,4.437456e-04,3041748.430,5.000000e-04,8.68,958.31
113,2.701754e-02,7.030539e+01,1.314755e-03,1.367890e-03,2984889.398,5.195075e-02,1.320050e+02,3.347555e-03,1.054941e-03,2978124.602,5.000000e-04,8.84,967.15
114,2.802804e-02,6.938885e+01,1.348914e-03,1.520003e-03,2984887.557,2.270673e-02,6.593757e+01,9.373744e-04,1.347845e-03,3041854.000,5.000000e-04,8.63,975.79
115,3.146123e-02,7.281027e+01,1.615898e-03,1.604245e-03,2983270.199,1.807559e-02,7.426064e+01,6.869502e-04,7.560047e-04,2928812.812,5.000000e-04,8.31,984.10
116,2.842002e-02,7.048872e+01,1.342007e-03,1.590215e-03,2984410.754,3.109639e-02,6.672784e+01,1.182605e-03,2.519511e-03,2879813.977,5.000000e-04,8.36,992.46
117,2.805728e-02,6.915021e+01,1.463380e-03,1.301692e-03,2984278.424,3.914075e-02,9.887680e+01,2.562823e-03,7.249685e-04,3031551.062,5.000000e-04,8.38,1000.85
118,2.749347e-02,7.449633e+01,1.348571e-03,1.311626e-03,2984829.615,3.746774e-02,6.737157e+01,2.673061e-03,7.999946e-04,3044871.586,5.000000e-04,8.46,1009.31
119,2.692788e-02,6.622335e+01,1.366515e-03,1.328079e-03,2984329.076,1.987669e-02,8.281934e+01,9.782800e-04,3.623910e-04,2972524.930,5.000000e-04,8.39,1017.70
120,2.264191e-02,6.611820e+01,1.010815e-03,1.184389e-03,2988230.389,1.429768e-02,6.190392e+01,5.321647e-04,5.571282e-04,2959341.867,5.000000e-04,8.43,1026.14
121,2.696952e-02,6.757259e+01,1.270766e-03,1.500920e-03,2984693.605,2.903507e-02,6.483892e+01,1.445906e-03,1.618425e-03,3086206.992,5.000000e-04,8.23,1034.39
